2025-08-15 19:54:58,7,23,21,181.48
2025-08-15 19:59:29,6,4,6,123.66
2025-08-15 20:02:14,0,0,0,0.0
2025-08-15 20:04:47,0,0,0,0.0
2025-08-15 20:07:57,0,0,0,0.0
2025-08-15 20:09:13,0,0,0,0.0
2025-08-15 20:14:37,0,0,0,0.0
2025-08-15 20:15:17,0,0,0,0.0
2025-08-15 20:23:03,0,0,0,0.0
2025-08-15 20:24:07,0,0,0,0.0
2025-08-15 20:28:23,0,0,0,0.0
2025-08-15 20:28:51,0,0,0,0.0
2025-08-15 20:29:04,0,0,0,0.0
2025-08-15 20:30:09,0,0,0,0.0
2025-08-15 20:30:30,0,0,0,0.0
2025-08-15 20:30:32,0,0,0,0.0
2025-08-15 20:31:57,0,0,0,0.0
2025-08-15 20:32:30,0,0,0,0.0
2025-08-15 20:36:09,0,0,0,0.0
2025-08-15 20:36:26,0,0,0,0.0
2025-08-15 20:36:30,0,0,0,0.0
2025-08-15 20:36:33,0,0,0,0.0
2025-08-15 20:37:56,0,0,0,0.0
2025-08-15 20:45:24,0,0,0,0.0
2025-08-15 20:45:54,0,0,0,0.0
2025-08-15 20:45:58,0,0,0,0.0
2025-08-15 20:45:59,0,0,0,0.0
2025-08-15 20:48:48,0,0,0,0.0
2025-08-15 20:56:19,0,0,0,0.0
2025-08-15 20:56:42,0,0,0,0.0
2025-08-15 20:57:00,0,0,0,0.0
2025-08-15 20:57:01,0,0,0,0.0
2025-08-15 20:58:04,0,0,0,0.0
2025-08-15 21:00:44,0,0,0,0.0
2025-08-15 21:01:02,0,0,0,0.0
2025-08-15 21:01:43,0,0,0,0.0
2025-08-15 21:01:44,0,0,0,0.0
2025-08-15 21:02:18,0,0,0,0.0
2025-08-15 21:03:38,0,0,0,0.0
2025-08-15 21:03:56,0,0,0,0.0
2025-08-16 14:48:43,0,0,0,0.0
2025-08-16 14:49:19,0,0,0,0.0
2025-08-16 14:49:26,0,0,0,0.0
2025-08-16 14:49:28,0,0,0,0.0
2025-08-16 14:49:49,0,0,0,0.0
2025-08-16 14:49:54,0,0,0,0.0
2025-11-09 14:13:17,0,0,0,0.0
2025-11-09 14:15:12,0,0,0,0.0
2025-11-09 14:19:46,0,0,0,0.0
2025-11-09 14:20:00,0,0,0,0.0
2025-11-09 14:20:02,0,0,0,0.0
2025-11-09 14:20:10,0,0,0,0.0
2025-11-09 14:22:10,0,0,0,0.0
2025-11-09 14:22:14,0,0,0,0.0
2025-11-09 14:22:15,0,0,0,0.0
2025-11-09 14:24:03,0,0,0,0.0
2025-11-09 14:24:06,0,0,0,0.0
2025-11-09 14:24:09,0,0,0,0.0
2025-11-09 14:26:16,0,0,0,0.0
2025-11-09 14:26:21,0,0,0,0.0
2025-11-09 14:26:21,0,0,0,0.0
2025-11-09 14:27:25,0,0,0,0.0
2025-11-09 14:27:53,0,0,0,0.0
2025-11-09 14:29:38,0,0,0,0.0
2025-11-09 14:31:02,0,0,0,0.0
2025-11-09 14:31:14,0,0,0,0.0
2025-11-09 14:31:48,0,0,0,0.0
2025-11-09 14:31:54,0,0,0,0.0
2025-11-09 14:31:55,0,0,0,0.0
2025-11-27 00:05:19,0,0,0,0.0
2025-11-27 00:05:41,0,0,0,0.0
2025-11-27 00:07:20,0,0,0,0.0
2025-11-29 00:57:43,0,0,0,0.0
2025-11-29 01:37:53,0,0,0,0.0
2025-11-29 13:20:14,0,0,0,0.0
2025-11-29 13:45:35,0,0,0,0.0
2025-12-02 15:48:59,0,0,0,0.0
2025-12-02 15:49:15,0,0,0,0.0
2025-12-02 15:49:16,0,0,0,0.0
2025-12-02 15:51:09,0,0,0,0.0
2026-01-31 08:47:38,0,0,0,0.0
